
SET IDENTITY_INSERT [dbo].[Building] ON 

INSERT [dbo].[Building] ([BuildingID], [BuildingName], [BuildingDescription], [BuildingPicture], [BuildingCode]) VALUES (1, N'An Lạc', N'Nằm giữa một khu vườn yên tĩnh với những hàng cây xanh mát, An Lạc mang đến một không gian thanh bình và ấm cúng. Thiết kế kiến trúc hiện đại với những đường nét đơn giản, kết hợp hài hòa với thiên nhiên xung quanh.', N'https://i.ibb.co/JrqjRCn/Screenshot-2024-06-19-134117.png', 'AL')
INSERT [dbo].[Building] ([BuildingID], [BuildingName], [BuildingDescription], [BuildingPicture],[BuildingCode]) VALUES (2, N'An Viên', N'An Viên mang đậm nét kiến trúc truyền thống với những mái ngói cong và những chi tiết chạm khắc tinh xảo. Không gian bên trong được bài trí trang trọng và ấm cúng, gợi nhớ về những giá trị văn hóa sâu sắc.', N'https://i.ibb.co/JrqjRCn/Screenshot-2024-06-19-134117.png', 'AV')
SET IDENTITY_INSERT [dbo].[Building] OFF


INSERT INTO [dbo].[Floor] (BuildingID, FloorName, FloorDescription, FloorCode)
VALUES 
-- An Lạc Building (ID 1)
(1, N'Tầng 1', N'Mô tả tầng 1' , N'AL-F1'),
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8160, 82, N'320', N'Available', NULL, NULL, NULL, N'AV-F4-A2-320')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8161, 82, N'401', N'Available', NULL, NULL, NULL, N'AV-F4-A2-401')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8162, 82, N'402', N'Available', NULL, NULL, NULL, N'AV-F4-A2-402')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8163, 82, N'403', N'Available', NULL, NULL, NULL, N'AV-F4-A2-403')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8164, 82, N'404', N'Available', NULL, NULL, NULL, N'AV-F4-A2-404')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8165, 82, N'405', N'Available', NULL, NULL, NULL, N'AV-F4-A2-405')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8166, 82, N'406', N'Available', NULL, NULL, NULL, N'AV-F4-A2-406')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8167, 82, N'407', N'Available', NULL, NULL, NULL, N'AV-F4-A2-407')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8168, 82, N'408', N'Available', NULL, NULL, NULL, N'AV-F4-A2-408')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8169, 82, N'409', N'Available', NULL, NULL, NULL, N'AV-F4-A2-409')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8170, 82, N'410', N'Available', NULL, NULL, NULL, N'AV-F4-A2-410')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8171, 82, N'411', N'Available', NULL, NULL, NULL, N'AV-F4-A2-411')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8172, 82, N'412', N'Available', NULL, NULL, NULL, N'AV-F4-A2-412')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8173, 82, N'413', N'Available', NULL, NULL, NULL, N'AV-F4-A2-413')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8174, 82, N'414', N'Available', NULL, NULL, NULL, N'AV-F4-A2-414')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8175, 82, N'415', N'Available', NULL, NULL, NULL, N'AV-F4-A2-415')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8176, 82, N'416', N'Available', NULL, NULL, NULL, N'AV-F4-A2-416')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8177, 82, N'417', N'Available', NULL, NULL, NULL, N'AV-F4-A2-417')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8178, 82, N'418', N'Available', NULL, NULL, NULL, N'AV-F4-A2-418')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8179, 82, N'419', N'Available', NULL, NULL, NULL, N'AV-F4-A2-419')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8180, 82, N'420', N'Available', NULL, NULL, NULL, N'AV-F4-A2-420')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8181, 82, N'501', N'Available', NULL, NULL, NULL, N'AV-F4-A2-501')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8182, 82, N'502', N'Available', NULL, NULL, NULL, N'AV-F4-A2-502')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8183, 82, N'503', N'Available', NULL, NULL, NULL, N'AV-F4-A2-503')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8184, 82, N'504', N'Available', NULL, NULL, NULL, N'AV-F4-A2-504')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8185, 82, N'505', N'Available', NULL, NULL, NULL, N'AV-F4-A2-505')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8186, 82, N'506', N'Available', NULL, NULL, NULL, N'AV-F4-A2-506')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8187, 82, N'507', N'Available', NULL, NULL, NULL, N'AV-F4-A2-507')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8188, 82, N'508', N'Available', NULL, NULL, NULL, N'AV-F4-A2-508')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8189, 82, N'509', N'Available', NULL, NULL, NULL, N'AV-F4-A2-509')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8190, 82, N'510', N'Available', NULL, NULL, NULL, N'AV-F4-A2-510')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8191, 82, N'511', N'Available', NULL, NULL, NULL, N'AV-F4-A2-511')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8192, 82, N'512', N'Available', NULL, NULL, NULL, N'AV-F4-A2-512')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8193, 82, N'513', N'Available', NULL, NULL, NULL, N'AV-F4-A2-513')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8194, 82, N'514', N'Available', NULL, NULL, NULL, N'AV-F4-A2-514')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8195, 82, N'515', N'Available', NULL, NULL, NULL, N'AV-F4-A2-515')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8196, 82, N'516', N'Available', NULL, NULL, NULL, N'AV-F4-A2-516')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8197, 82, N'517', N'Available', NULL, NULL, NULL, N'AV-F4-A2-517')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8198, 82, N'518', N'Available', NULL, NULL, NULL, N'AV-F4-A2-518')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8199, 82, N'519', N'Available', NULL, NULL, NULL, N'AV-F4-A2-519')
GO
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8200, 82, N'520', N'Available', NULL, NULL, NULL, N'AV-F4-A2-520')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8201, 83, N'101', N'Available', NULL, NULL, NULL, N'AV-F4-A3-101')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8202, 83, N'102', N'Available', NULL, NULL, NULL, N'AV-F4-A3-102')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8203, 83, N'103', N'Available', NULL, NULL, NULL, N'AV-F4-A3-103')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8204, 83, N'104', N'Available', NULL, NULL, NULL, N'AV-F4-A3-104')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8205, 83, N'105', N'Available', NULL, NULL, NULL, N'AV-F4-A3-105')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8206, 83, N'106', N'Available', NULL, NULL, NULL, N'AV-F4-A3-106')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8207, 83, N'107', N'Available', NULL, NULL, NULL, N'AV-F4-A3-107')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8208, 83, N'108', N'Available', NULL, NULL, NULL, N'AV-F4-A3-108')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8209, 83, N'109', N'Available', NULL, NULL, NULL, N'AV-F4-A3-109')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8210, 83, N'110', N'Available', NULL, NULL, NULL, N'AV-F4-A3-110')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8211, 83, N'111', N'Available', NULL, NULL, NULL, N'AV-F4-A3-111')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8212, 83, N'112', N'Available', NULL, NULL, NULL, N'AV-F4-A3-112')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8213, 83, N'113', N'Available', NULL, NULL, NULL, N'AV-F4-A3-113')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8214, 83, N'114', N'Available', NULL, NULL, NULL, N'AV-F4-A3-114')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8215, 83, N'115', N'Available', NULL, NULL, NULL, N'AV-F4-A3-115')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8216, 83, N'116', N'Available', NULL, NULL, NULL, N'AV-F4-A3-116')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8217, 83, N'117', N'Available', NULL, NULL, NULL, N'AV-F4-A3-117')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8218, 83, N'118', N'Available', NULL, NULL, NULL, N'AV-F4-A3-118')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8219, 83, N'119', N'Available', NULL, NULL, NULL, N'AV-F4-A3-119')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8220, 83, N'120', N'Available', NULL, NULL, NULL, N'AV-F4-A3-120')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8221, 83, N'201', N'Available', NULL, NULL, NULL, N'AV-F4-A3-201')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8222, 83, N'202', N'Available', NULL, NULL, NULL, N'AV-F4-A3-202')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8223, 83, N'203', N'Available', NULL, NULL, NULL, N'AV-F4-A3-203')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8224, 83, N'204', N'Available', NULL, NULL, NULL, N'AV-F4-A3-204')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8225, 83, N'205', N'Available', NULL, NULL, NULL, N'AV-F4-A3-205')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8226, 83, N'206', N'Available', NULL, NULL, NULL, N'AV-F4-A3-206')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8227, 83, N'207', N'Available', NULL, NULL, NULL, N'AV-F4-A3-207')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8228, 83, N'208', N'Available', NULL, NULL, NULL, N'AV-F4-A3-208')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8229, 83, N'209', N'Available', NULL, NULL, NULL, N'AV-F4-A3-209')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8230, 83, N'210', N'Available', NULL, NULL, NULL, N'AV-F4-A3-210')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8231, 83, N'211', N'Available', NULL, NULL, NULL, N'AV-F4-A3-211')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8232, 83, N'212', N'Available', NULL, NULL, NULL, N'AV-F4-A3-212')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8233, 83, N'213', N'Available', NULL, NULL, NULL, N'AV-F4-A3-213')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8234, 83, N'214', N'Available', NULL, NULL, NULL, N'AV-F4-A3-214')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8235, 83, N'215', N'Available', NULL, NULL, NULL, N'AV-F4-A3-215')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8236, 83, N'216', N'Available', NULL, NULL, NULL, N'AV-F4-A3-216')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8237, 83, N'217', N'Available', NULL, NULL, NULL, N'AV-F4-A3-217')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8238, 83, N'218', N'Available', NULL, NULL, NULL, N'AV-F4-A3-218')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8239, 83, N'219', N'Available', NULL, NULL, NULL, N'AV-F4-A3-219')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8240, 83, N'220', N'Available', NULL, NULL, NULL, N'AV-F4-A3-220')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8241, 83, N'301', N'Available', NULL, NULL, NULL, N'AV-F4-A3-301')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8242, 83, N'302', N'Available', NULL, NULL, NULL, N'AV-F4-A3-302')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8243, 83, N'303', N'Available', NULL, NULL, NULL, N'AV-F4-A3-303')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8244, 83, N'304', N'Available', NULL, NULL, NULL, N'AV-F4-A3-304')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8245, 83, N'305', N'Available', NULL, NULL, NULL, N'AV-F4-A3-305')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8246, 83, N'306', N'Available', NULL, NULL, NULL, N'AV-F4-A3-306')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8247, 83, N'307', N'Available', NULL, NULL, NULL, N'AV-F4-A3-307')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8248, 83, N'308', N'Available', NULL, NULL, NULL, N'AV-F4-A3-308')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8249, 83, N'309', N'Available', NULL, NULL, NULL, N'AV-F4-A3-309')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8250, 83, N'310', N'Available', NULL, NULL, NULL, N'AV-F4-A3-310')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8251, 83, N'311', N'Available', NULL, NULL, NULL, N'AV-F4-A3-311')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8252, 83, N'312', N'Available', NULL, NULL, NULL, N'AV-F4-A3-312')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8253, 83, N'313', N'Available', NULL, NULL, NULL, N'AV-F4-A3-313')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8254, 83, N'314', N'Available', NULL, NULL, NULL, N'AV-F4-A3-314')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8255, 83, N'315', N'Available', NULL, NULL, NULL, N'AV-F4-A3-315')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8256, 83, N'316', N'Available', NULL, NULL, NULL, N'AV-F4-A3-316')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8257, 83, N'317', N'Available', NULL, NULL, NULL, N'AV-F4-A3-317')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8258, 83, N'318', N'Available', NULL, NULL, NULL, N'AV-F4-A3-318')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8259, 83, N'319', N'Available', NULL, NULL, NULL, N'AV-F4-A3-319')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8260, 83, N'320', N'Available', NULL, NULL, NULL, N'AV-F4-A3-320')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8261, 83, N'401', N'Available', NULL, NULL, NULL, N'AV-F4-A3-401')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8262, 83, N'402', N'Available', NULL, NULL, NULL, N'AV-F4-A3-402')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8263, 83, N'403', N'Available', NULL, NULL, NULL, N'AV-F4-A3-403')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8264, 83, N'404', N'Available', NULL, NULL, NULL, N'AV-F4-A3-404')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8265, 83, N'405', N'Available', NULL, NULL, NULL, N'AV-F4-A3-405')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8266, 83, N'406', N'Available', NULL, NULL, NULL, N'AV-F4-A3-406')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8267, 83, N'407', N'Available', NULL, NULL, NULL, N'AV-F4-A3-407')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8268, 83, N'408', N'Available', NULL, NULL, NULL, N'AV-F4-A3-408')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8269, 83, N'409', N'Available', NULL, NULL, NULL, N'AV-F4-A3-409')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8270, 83, N'410', N'Available', NULL, NULL, NULL, N'AV-F4-A3-410')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8271, 83, N'411', N'Available', NULL, NULL, NULL, N'AV-F4-A3-411')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8272, 83, N'412', N'Available', NULL, NULL, NULL, N'AV-F4-A3-412')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8273, 83, N'413', N'Available', NULL, NULL, NULL, N'AV-F4-A3-413')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8274, 83, N'414', N'Available', NULL, NULL, NULL, N'AV-F4-A3-414')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8275, 83, N'415', N'Available', NULL, NULL, NULL, N'AV-F4-A3-415')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (8276, 83, N'416', N'Available', NULL, NULL, NULL, N'AV-F4-A3-416')
